word	count	occurrence
emissions	5	4
chipper	5	5
reeked	5	5
gino	5	2
bathed	5	5
infant	5	5
famished	5	5
goof	5	5
goop	5	4
bulls	5	5
indulgent	5	5
smoother	5	5
lemonades	5	5
boulder	5	4
responses	5	5
powers	5	5
herbed	5	5
#NAME?	5	4
miffed	5	5
overpower	5	5
lend	5	5
2002	5	5
2003	5	5
zoes	5	3
vicious	5	5
transplanted	5	5
dispensers	5	5
limb	5	5
cardamom	5	5
descriptive	5	5
hoisin	5	5
lecture	5	4
seville	5	4
chaise	5	5
suprisingly	5	5
kits	5	5
photography	5	5
beam	5	4
occupant	5	5
watchful	5	5
administration	5	5
fucked	5	5
comparatively	5	5
excelled	5	5
punching	5	5
asses	5	5
asset	5	5
decorative	5	5
executes	5	5
ajs	5	5
.then	5	5
percentage	5	5
glob	5	5
parched	5	5
lasagne	5	4
crafters	5	4
wolfed	5	5
blatantly	5	5
tix	5	4
essentials	5	5
sucky	5	5
pakora	5	4
australian	5	5
dismay	5	5
well-lit	5	5
flagship	5	5
secured	5	5
dope	5	5
imagining	5	5
thaiger	5	4
motions	5	5
swank	5	5
cheers***	5	5
transferring	5	5
screwing	5	5
dryness	5	5
mexicana	5	5
ignores	5	5
mortgage	5	4
originated	5	5
8.49	5	5
.now	5	5
dorky	5	4
barefoot	5	5
longing	5	5
blob	5	5
scrapbook	5	3
'urban	5	3
garnered	5	5
spends	5	5
abyss	5	4
lace	5	4
everyones	5	5
royally	5	5
fap	5	1
circumstance	5	5
off..	5	5
disneyland	5	5
pianist	5	4
coastal	5	5
unwrapped	5	5
minis	5	5
chaat	5	3
go-karts	5	3
unstable	5	5
anne	5	5
completing	5	5
fenced	5	5
bedrooms	5	5
spy	5	5
#NAME?	5	4
first-timer	5	5
wildest	5	5
bentley	5	5
respects	5	5
frugal	5	5
ahold	5	5
craziness	5	5
cleavage	5	5
violet	5	3
canopy	5	5
f***	5	5
butchers	5	5
proprietors	5	5
arse	5	5
adoption	5	4
ski	5	4
cutlet	5	5
mosquitoes	5	1
holler	5	5
ensures	5	5
funds	5	5
bratwurst	5	5
4.25	5	5
rawhide	4	3
stereotypical	4	4
complainers	4	4
affiliated	4	4
climbed	4	4
places..	4	4
mcmuffin	4	4
dared	4	4
r+d	4	1
saddened	4	4
phoenicians	4	4
oprah	4	4
pumpkins	4	4
sickeningly	4	4
affairs	4	4
committing	4	4
clicked	4	4
plato	4	3
11-Jul	4	4
mortified	4	4
hay	4	4
har	4	3
indicative	4	4
gangplank	4	3
attorney	4	4
billboard	4	3
azz	4	4
refillable	4	4
females	4	3
triangles	4	4
pasadena	4	3
bagging	4	4
303	4	4
influx	4	4
constraint	4	4
admired	4	4
surfing	4	3
episodes	4	4
no-brainer	4	4
indigenous	4	4
\	4	4
sponsor	4	4
brewpub	4	4
snatch	4	4
pimply	4	3
spewing	4	4
buffed	4	4
pimp	4	4
tika	4	4
refreshed	4	4
circumference	4	3
millionaire	4	4
glutinous	4	3
ives	4	1
verified	4	4
f'ing	4	4
deff	4	4
advertisement	4	4
teepee	4	3
grounded	4	4
marshmellow	4	4
ideally	4	4
faxed	4	2
190	4	3
pre-dinner	4	4
reclaimed	4	4
fragrance	4	4
higley	4	4
life-changing	4	4
occurs	4	4
brutally	4	4
29.95	4	4
prescott	4	4
cassette	4	3
snobbish	4	4
damnit	4	4
seperated	4	4
collectively	4	4
awake	4	4
formulated	4	3
goblet	4	4
measurements	4	4
atoyac	4	4
jacks	4	4
chx	4	3
chuhgajib	4	2
sweats	4	4
charade	4	4
tdf	4	4
macayos	4	4
derby	4	4
7.59	4	3
placard	4	4
torchon	4	3
paints	4	3
tsingtao	4	3
awkwardness	4	4
researching	4	4
thieves	4	4
badman	4	4
parsnip	4	4
reccomendation	4	4
manor	4	4
placement	4	4
haji-baba	4	3
spatzle	4	1
//www.yelp.com/biz_photos/cafe-zuzu-scottsdale-2	4	1
unwelcome	4	4
clocks	4	4
wer	4	3
obese	4	4
nursed	4	4
netgear	4	1
searches	4	4
equals	4	4
ploy	4	4
samburger	4	4
1990	4	4
indicates	4	4
customs	4	4
padre	4	3
greasier	4	4
pptc	4	1
dumping	4	4
disputed	4	3
renew	4	4
dogg	4	2
apparantly	4	4
refreshingly	4	4
.really	4	4
nostrils	4	4
rung	4	4
climate	4	4
crustless	4	3
excite	4	4
jojoba	4	1
confection	4	4
fuse	4	3
couture	4	2
peep	4	4
pulp	4	3
..no	4	4
rendering	4	4
deception	4	4
diligence	4	4
interval	4	4
gus	4	3
mckellips	4	4
cosy	4	4
knickknacks	4	4
franklin	4	4
cabeza	4	3
chix	4	2
loungy	4	4
drastic	4	4
nov	4	4
layering	4	4
raises	4	4
pittsburgh	4	3
'70s	4	4
stair	4	4
'til	4	4
anchored	4	4
honeydew	4	4
sawdust	4	4
metric	4	4
psc	4	4
splenda	4	4
resized	4	3
walleye	4	4
kaiser	4	3
unlocked	4	3
carribean	4	4
outlook	4	3
'o	4	4
teamwork	4	4
fraud	4	4
tediberto	4	2
roastery	4	4
marscapone	4	4
stockyards	4	2
sealing	4	2
legroom	4	4
hoagies	4	3
communicating	4	4
cen	4	4
ninja	4	4
faire	4	3
freebies	4	4
craps	4	4
visions	4	4
blissful	4	4
misir	4	3
mantra	4	4
termites	4	1
memorized	4	4
experimental	4	4
xtreme	4	3
liven	4	4
kara	4	4
grant	4	4
composition	4	3
banter	4	4
shivering	4	3
informal	4	4
nikki	4	4
cones	4	4
simmer	4	4
arizonians	4	4
re-fried	4	4
yakitori	4	4
surmise	4	4
underrated	4	3
conchinita	4	2
upsetting	4	4
vacay	4	4
gent	4	3
gene	4	4
4.75	4	4
armor	4	4
muertos	4	4
gelatinous	4	4
inherited	4	3
operates	4	4
maga	4	1
mahi-mahi	4	3
qualify	4	4
circus	4	4
distant	4	4
restaurateur	4	4
roti	4	3
refuge	4	4
charro	4	4
urging	4	4
kisses	4	3
proclaim	4	4
traditionalist	4	3
collaborate	4	3
lunch/early	4	4
jamon	4	4
jackets	4	4
looove	4	4
athletes	4	4
cred	4	4
trading	4	3
slammin	4	4
over-salted	4	4
glued	4	4
knights	4	4
rattle	4	3
kristen	4	4
pallets	4	4
troop	4	4
taiwan	4	4
competence	4	4
drilled	4	2
tint	4	4
allen	4	4
year-old	4	4
trimming	4	4
assaulted	4	4
preview	4	4
cheese..	4	4
holla	4	4
marking	4	4
meander	4	4
relieve	4	4
w/cheese	4	2
swoon	4	4
noshing	4	3
budino	4	3
ravenous	4	4
bratty	4	4
quoting	4	4
tablecloth	4	4
dojo	4	1
showcasing	4	4
vogue	4	4
elephants	4	4
nominal	4	4
hotness	4	3
fiery	4	4
wongs	4	4
begrudgingly	4	4
lice	4	4
squad	4	4
angst	4	3
scowl	4	4
representatives	4	4
travesty	4	4
5.49	4	4
wobbly	4	4
^	4	4
coca	4	4
pre-show	4	4
o'brien	4	4
escalators	4	4
dissapointing	4	4
*that*	4	4
out-	4	4
paraphernalia	4	4
12oz	4	4
chanpen	4	2
implement	4	4
vinegary	4	4
snakebite	4	3
strung	4	4
affable	4	4
sweetly	4	4
cylinders	4	4
reappeared	4	4
comedic	4	4
rosewater	4	4
evaluation	4	4
sated	4	4
booster	4	3
heuer	4	1
rafters	4	4
eggy	4	4
smoosh	4	1
11:15	4	4
choco	4	4
dante	4	3
doubles	4	4
wyndham	4	2
marinate	4	4
pisses	4	4
coyle	4	4
mayuri	4	2
stripe	4	4
check-ins	4	4
wetzel	4	4
pomodoro	4	4
bartender/server	4	3
stripped	4	3
organizational	4	2
fructose	4	4
cooker	4	3
hoards	4	4
fooling	4	4
highs	4	4
flask	4	3
afterwords	4	3
considerate	4	4
customary	4	4
god-daughter	4	1
oaxacan	4	4
whoop	4	3
zaytoon	4	2
cavern	4	3
disease	4	4
"1,000"	4	4
sparks	4	2
gnocci	4	3
monopoly	4	4
bruno	4	2
girl..	4	4
conmigo	4	1
tense	4	4
ac/dc	4	4
disoriented	4	4
comparisons	4	4
earshot	4	4
joeys	4	2
store-	4	4
armani	4	3
scurried	4	3
hurricane	4	4
discretion	4	1
toms	4	4
falafal	4	3
loft	4	4
stirred	4	4
.omg	4	4
revisited	4	4
30min	4	4
vastly	4	4
debris	4	4
midway	4	4
ganoosh	4	2
tb	4	2
amid	4	4
buzzcation	4	3
up-to-date	4	4
prevented	4	4
wayyy	4	4
pbs	4	4
40s	4	4
pre-paid	4	3
immigrants	4	4
seminar	4	4
derek	4	4
minnesota	4	4
whitefish	4	4
immaculately	4	4
pepperoncini	4	4
subscribing	4	3
dazzled	4	4
peeves	4	4
satiated	4	4
scrabble	4	3
5*	4	3
choke	4	4
non-descript	4	4
creamers	4	4
nerds	4	4
ron	4	4
unfamiliar	4	4
cloudy	4	4
witch	4	4
oodles	4	4
coladas	4	3
teased	4	4
mid-sized	4	4
lighthearted	4	4
meager	4	4
dodgy	4	4
torch	4	3
putrid	4	4
precooked	4	4
virtues	4	4
minimalistic	4	4
troy	4	3
gulf	4	4
flicks	4	4
joker	4	4
replies	4	4
papers	4	4
dim-sum	4	3
skyharbor	4	2
minneapolis	4	3
missouri	4	4
beavis	4	2
haas	4	4
sul	4	3
matzoh	4	2
pizzerias	4	4
horrified	4	4
flax	4	4
supervision	4	4
bollywood	4	4
mastered	4	4
mastercard	4	4
rightfully	4	4
shut-off	4	2
bazillion	4	4
seeming	4	4
urinal	4	4
entirety	4	4
gazebo	4	3
cinco	4	4
wierd	4	4
liquids	4	4
b.o	4	4
advocate	4	4
bezel	4	2
cuticle	4	4
squirt	4	4
tiniest	4	4
smitten	4	3
daly	4	2
departments	4	4
winds	4	4
ladle	4	4
high-top	4	3
unavailable	4	4
keurig	4	4
assumptions	4	4
syndrome	4	4
scarring	4	4
hemp	4	3
rojo	4	4
sentiment	4	4
honorable	4	4
one-way	4	4
reeks	4	4
brenda	4	4
cube	4	4
fifties	4	3
trademark	4	4
redesign	4	4
straighten	4	4
filmbar	4	3
cliff	4	4
laundromat	4	4
conjure	4	4
otro	4	2
swivel	4	4
dork	4	4
tying	4	4
4:00pm	4	4
sippy	4	2
misunderstanding	4	4
slicing	4	4
dayum	4	4
bouldering	4	4
reasonably-priced	4	4
grove	4	4
pre-cut	4	4
recliner	4	3
them-	4	3
prado	4	3
pirate	4	4
schooled	4	4
beachy	4	4
extraction	4	3
tweaks	4	4
plight	4	4
cellophane	4	4
firmer	4	4
sorority	4	4
massively	4	4
blunt	4	4
pavement	4	4
fob	4	2
width	4	4
protested	4	4
*drool*	4	4
soho	4	4
ver	4	4
5min	4	4
mister	4	3
jammin	4	4
charlies	4	3
insoles	4	1
neopolitan	4	4
highways	4	4
drugstore	4	4
floppy	4	4
breadstick	4	3
bar..	4	4
stepson	4	4
bad-	4	4
nice-	4	4
infections	4	3
navigated	4	4
last-minute	4	4
deduction	4	4
anti	4	4
crawford	4	4
sazerac	4	2
coconuts	4	4
blondes	4	4
joyful	4	4
skies	4	4
pos	4	4
overhyped	4	4
63	4	4
#NAME?	4	4
flavorfull	4	4
hookers	4	4
dawg	4	1
aa	4	4
af	4	3
av	4	3
shelter	4	4
gawking	4	4
evolved	4	4
deafening	4	4
eyelash	4	4
bubba	4	2
porcelain	4	4
consult	4	4
fritos	4	4
gratis	4	4
low-fat	4	3
sec	4	4
sen	4	2
muted	4	4
fund	4	4
wheeled	4	4
dominic	4	3
choking	4	4
super-friendly	4	4
build-your-own	4	4
..you	4	4
redeemed	4	3
butthead	4	2
coded	4	4
robots	4	4
mouthgasm	4	4
lem	4	4
pepin	4	3
woodlands	4	4
jipped	4	4
especial	4	4
frequency	4	4
empathetic	4	4
presently	4	4
megan	4	4
botox	4	4
baseboards	4	3
croquettes	4	4
cs	4	3
carnivorous	4	4
ct	4	3
highlighted	4	4
stung	4	3
habitat	4	3
thief	4	4
disbelief	4	4
hoarder	4	4
cosmopolitan	4	4
whatevs	4	4
bearing	4	4
saunas	4	3
adorning	4	4
restock	4	4
manis	4	3
asst	4	4
chooses	4	4
macys	4	4
doable	4	4
chills	4	4
unphogettable	4	4
puddin	4	3
sur	4	2
du	4	3
dq	4	4
buffett	4	3
wurlitzer	4	4
audrey	4	3
thx	4	4
1975	4	3
1970	4	4
27th	4	4
gingerbread	4	4
pur??e	4	4
responding	4	4
r.i.p	4	3
evidence	4	4
honoring	4	4
credit/debit	4	4
italians	4	4
jan	4	2
towers	4	4
productive	4	4
craftsman	4	4
staircase	4	4
morels	4	3
crept	4	4
ethic	4	4
recap	4	4
knowlegable	4	4
rugged	4	4
receptionists	4	4
yesteryear	4	4
mac-n-cheese	4	3
shawerma	4	4
all-american	4	2
connoisseurs	4	4
over-crowded	4	4
voicemail	4	4
nickle	4	4
developing	4	4
baskin-robbins	4	3
woulda	4	4
ucp	4	1
operator	4	3
wristbands	4	3
momentarily	4	4
selfishly	4	4
ramsay	4	4
bombed	4	4
drippy	4	4
auditoriums	4	3
pushes	4	4
laminate	4	4
beignet	4	2
..that	4	4
diy	4	4
dunk	4	4
probability	4	4
carded	4	3
squeaky	4	4
xingu	4	2
boozy	4	4
zumba	4	2
switzerland	4	4
6-pack	4	4
yummmmmm	4	4
sophia	4	2
referrals	4	3
alambre	4	4
14.95	4	4
enthusiastically	4	4
76	4	4
move-out	4	2
scenarios	4	4
sizzle	4	4
shanghainese	4	2
focuses	4	4
repairman	4	3
elliptical	4	4
documentary	4	4
claire	4	4
agenda	4	4
blake	4	3
pins	4	4
fundraisers	4	3
attach	4	4
clanging	4	4
plugging	4	4
fiberglass	4	4
mixologists	4	4
shi	4	2
flashbacks	4	4
spared	4	4
capicola	4	4
smokiness	4	4
inc	4	4
absorb	4	4
reflection	4	4
candi	4	1
taller	4	4
knish	4	4
fats	4	4
cleveland	4	2
'pino	4	1
5.25	4	4
congregate	4	4
hu	4	4
chedder	4	4
crummy	4	4
activation	4	3
alpine	4	3
lustre	4	3
spokane	4	1
right-	4	4
suggestive	4	4
squirting	4	4
panino	4	3
.he	4	4
ist	4	3
stewart	4	2
tokens	4	4
acne	4	2
rockstar	4	4
scrap	4	4
distinction	4	4
ballparks	4	4
chewier	4	4
ducts	4	2
sprawl	4	4
flounder	4	4
1030am	4	3
extraordinaire	4	4
frightened	4	4
coronas	4	3
yummo	4	4
innovation	4	4
insider	4	4
fluent	4	4
entryway	4	4
terrace	4	4
tonia	4	2
binks	4	3
peered	4	4
aloof	4	4
alfred	4	1
continuous	4	4
shitake	4	4
jw	4	3
tue	4	3
eco-friendly	4	4
spills	4	4
bathe	4	4
baths	4	4
tapatio	4	4
amazes	4	4
mini-fridge	4	4
reputable	4	4
presentable	4	4
robbery	4	4
broker	4	3
refers	4	4
giggle	4	4
lands	4	4
.great	4	4
flat-screen	4	4
suitcase	4	4
lo-fi	4	1
tartes	4	3
tackle	4	4
liar	4	4
porcini	4	4
chiropractors	4	4
lawyer	4	4
barked	4	4
jive	4	4
der	4	4
dec	4	4
drained	4	4
uhh	4	4
grubbin	4	4
navigator	4	4
omit	4	4
campground	4	2
needle	4	3
medium-sized	4	4
tarragon	4	3
halved	4	4
chasing	4	4
honking	4	4
arenas	4	4
monroe	4	4
sandals	4	4
carver	4	4
pajama	4	2
atomic	4	4
injuries	4	4
pms	4	1
nutshell	4	4
daikon	4	4
shewarma	4	1
surgeon	4	4
abercrombie	4	3
dimed	4	4
tinny	4	3
nonexistent	4	4
arranging	4	4
crocker	4	4
spruce	4	4
regions	4	4
fran	4	4
dirtiness	4	4
sid	4	2
slipping	4	4
pitta	4	3
unmemorable	4	4
deprived	4	4
hi-health	4	3
pointers	4	4
gravity	4	3
22oz	4	4
loafers	4	3
jeannie	4	2
ashtray	4	3
amazing-	4	4
dillon	4	3
footlong	4	4
attributed	4	4
*really*	4	4
arises	4	4
pros-	4	4
coaster	4	4
snapper	4	4
cabrales	4	1
legends	4	4
rabbits	4	4
granite	4	4
draught	4	4
trolley	4	2
tweet	4	4
confetti	4	4
sammie	4	4
pendant	4	3
robbins	4	4
entertainer	4	4
raffle	4	4
victory	4	4
combining	4	4
goi	4	4
scoped	4	4
compressor	4	2
harper	4	3
staff..	4	4
handwritten	4	4
blasted	4	4
snobbery	4	4
yung	4	4
humanity	4	4
rouladen	4	3
butterfield	4	4
meters	4	4
embodies	4	4
garnishes	4	4
pre-sliced	4	4
colleen	4	3
sighed	4	3
combs	4	2
criteria	4	4
riot	4	4
mayonaise	4	2
tipper	4	4
granddaughter	4	4
petrified	4	3
two-star	4	4
simmering	4	4
punched	4	4
paratha	4	2
males	4	4
threaded	4	2
waiving	4	4
o.	4	4
calmed	4	4
calmer	4	4
oe	4	3
od	4	4
morrison	4	4
grungy	4	4
anchovies	4	4
gram	4	2
epicurean	4	4
g-spot	4	3
earpiece	4	2
nephews	4	4
scratching	4	4
wayyyyy	4	4
koi	4	4
chime	4	4
valley-ho	4	1
machacha	4	3
rarer	4	4
bronze	4	3
sao	4	2
commentary	4	3
province	4	3
gradually	4	4
jumps	4	4
chiro	4	4
albondigas	4	4
eeek	4	4
separation	4	4
droopy	4	4
doodle	4	4
germ	4	4
us-	4	4
regale	4	2
summery	4	4
tension	4	4
pluming	4	4
contaminated	4	4
disarray	4	4
thrifty	4	4
sincerity	4	4
tldr	4	4
love/hate	4	4
qc	4	4
shedding	4	3
manicotti	4	3
junky	4	4
jukeboxes	4	4
snuck	4	4
chirashi	4	3
tais	4	3
nob	4	4
backroom	4	4
..great	4	4
owl	4	4
teds	4	2
fundraiser	4	3
hordes	4	4
tantalizing	4	4
thunder	4	4
wrought	4	4
rr	4	3
rx	4	4
rf	4	3
silicon	4	4
pimms	4	4
nirvana	4	4
.pretty	4	4
well-	4	4
insects	4	4
reschedule	4	4
cougar	4	4
sauv	4	4
miscommunication	4	4
contemplated	4	4
hydrated	4	4
thick-cut	4	4
elliott	4	4
carmalized	4	4
rotated	4	4
defensive	4	3
15-	4	4
superfluous	4	4
greenery	4	4
taurus	4	1
snooze	4	2
bogus	4	4
spiritual	4	4
outpost	4	4
tasks	4	4
virtue	4	4
detached	4	4
stoli	4	4
lids	4	4
sr	4	4
sb	4	3
razors	4	4
tori	4	4
constitutes	4	4
crushing	4	4
krav	4	1
investigation	4	4
1130	4	4
hashbrown	4	4
gratuities	4	4
11:30pm	4	2
calves	4	3
to-do	4	4
israeli	4	4
#NAME?	4	4
checkered	4	4
mans	4	3
crisper	4	4
policies	4	4
endured	4	4
wiring	4	4
nigri	4	3
inexplicably	4	4
13.5	4	4
tablespoon	4	4
medicore	4	4
survives	4	4
housewives	4	4
underdressed	4	4
catchup	4	2
pedestal	4	4
appalling	4	4
2001	4	4
homepage	4	2
left-overs	4	3
pbc	4	2
pbj	4	4
sensory	4	4
atlas	4	4
facelift	4	4
'what	4	4
genoa	4	4
salute	4	4
no-no	4	4
rises	4	4
vovomeena	4	2
taxis	4	4
teensy	4	4
canceling	4	4
progressive	4	4
mingling	4	4
dividend	4	1
unapologetic	4	4
tangible	4	4
racer	4	2
uncertain	4	4
.wait	4	4
ponderosa	4	1
feces	4	4
blackjack	4	4
ivan	4	3
partying	4	4
clinton	4	3
unnerving	4	4
bibim	4	3
parrilla	4	4
pepperonis	4	4
smidge	4	4
marvel	4	4
soften	4	4
fresh-baked	4	4
licensed	4	4
hyde	4	4
invented	4	3
casing	4	3
assemble	4	4
coffin	4	4
paws	4	4
constraints	4	4
reminders	4	4
antelope	4	4
2014	4	4
heavy-handed	4	4
sniffing	4	4
tents	4	4
in-your-face	4	3
jagged	4	4
shorty	4	4
roberto	4	3
reassuring	4	4
4000	4	4
sylvia	4	3
travis	4	3
configuration	4	4
downgrade	4	4
rhode	4	3
barquita	4	2
350	4	4
nerves	4	4
therapeutic	4	4
vsc	4	2
whistles	4	4
distribution	4	4
475	4	3
regal	4	2
go..	4	4
hors	4	4
specs	4	4
hindsight	4	4
looooong	4	4
toaster	4	4
infested	4	4
ncounter	4	3
carton	4	3
yom	4	2
realistically	4	4
swatting	4	4
seater	4	4
maiden	4	4
lightening	4	4
asturias	4	1
admiring	4	4
wi	4	4
germans	4	2
picante	4	4
plateful	4	4
7:30pm	4	4
alittle	4	4
prescribed	4	3
viking	4	1
ikura	4	2
ezekiel	4	2
mounted	4	4
producing	4	4
hannah	4	4
perceived	4	4
d'licious	4	2
condoms	4	1
atomosphere	4	4
barrelhouse	4	2
anejo	4	3
wafted	4	4
organizations	4	3
foodgasm	4	4
attribute	4	4
playful	4	4
prosecco	4	4
1.98	4	3
gryo	4	4
bialys	4	3
cara	4	4
xo	4	3
xx	4	4
wilty	4	4
milder	4	4
quad	4	4
browsed	4	4
delia	4	3
ferrari	4	4
well-rounded	4	4
quickie	4	4
flakiness	4	3
thrills	4	4
enchanting	4	4
actor	4	3
overlooks	4	4
uneasy	4	4
jager	4	4
delicious-	4	4
miguel	4	3
trickled	4	4
7-Mar	4	4
hard-working	4	4
joins	4	4
unheard	4	4
venice	4	4
aimed	4	4
a++	4	4
menue	4	4
pleather	4	4
banks	4	4
lasers	4	2
ye	4	4
not-so-great	4	3
unnatural	4	4
diavolo	4	4
blush	4	4
cumbersome	4	4
hands-on	4	4
hips	4	4
paranoid	4	4
accomodated	4	4
rebate	4	2
disruptive	4	4
studies	4	3
pricks	4	4
grossly	4	4
itemized	4	4
brand-new	4	4
stem	4	4
inept	4	4
low-quality	4	4
sullen	4	4
pretended	4	4
regulations	4	4
tangier	4	4
trough	4	4
honors	4	4
haunts	4	4
cheeks	4	4
chimis	4	4
tapa	4	3
paleta	4	3
bakers	4	4
uncaring	4	4
watermark	4	1
acres	4	4
sewing	4	3
transplants	4	4
tbs	4	4
grad	4	4
humane	4	4
rueben	4	4
above-average	4	4
admin	4	3
distinguish	4	4
yam	4	4
willo	4	4
quik	4	4
demi	4	4
barmaid	4	3
friendly..	4	4
r\_	4	4
accused	4	4
two-for-one	4	4
prevalent	4	4
erik	4	3
'chicken	4	3
stumps	4	2
stumpy	4	4
talkin	4	4
bcs	4	4
powdery	4	4
hokey	4	4
leaky	4	4
negroni	4	2
withdrawal	4	3
cookbooks	4	4
bonita	4	4
stoic	4	4
rusconi	4	2
watercress	4	3
becketts	4	3
mustangs	4	2
//www.yelp.com/biz_photos/hi-fi-kitchen-and-cocktails-scottsdale	4	1
defeated	4	4
buyers	4	4
coziness	4	4
grading	4	3
nummy	4	4
wowie	4	3
lows	4	4
cetera	4	3
hbo	4	4
wealth	4	4
grouchy	4	4
maestro	4	3
mas	4	4
3-6pm	4	4
scolded	4	4
gots	4	4
ocotillo	4	4
participated	4	4
midas	4	2
workshop	4	4
regency	4	4
conferences	4	4
arguments	4	4
macro	4	4
woodworking	4	2
grit	4	4
grin	4	4
ante	4	4
extensively	4	4
fringe	4	4
inbox	4	4
annoys	4	4
dampers	4	1
genres	4	4
floored	4	4
effin	4	4
autozone	4	3
resale	4	4
devine	4	4
shrooms	4	4
sung	4	4
nines	4	4
one-story	4	4
half-assed	4	4
californian	4	4
kiwee	4	1
arias	4	1
upping	4	4
brewers	4	4
booty	4	4
sceptical	4	4
griddlecakes	4	3
215	4	4
fiend	4	4
sopes	4	4
locating	4	4
rosie	4	4
half-hour	4	3
dances	4	4
kernels	4	4
pocketbook	4	4
repertoire	4	4
chatter	4	4
violently	4	4
jodye	4	1
nameless	4	4
competitively	4	4
humorous	4	4
souvenirs	4	4
portlandia	4	3
zucca	4	3
dagwood	4	3
glop	4	4
wantons	4	4
'good	4	4
boyz	4	2
for..	4	4
excused	4	4
blizzard	4	4
duper	4	4
bing	4	4
courtroom	4	1
accumulated	4	3
mate	4	4
pgc	4	1
"2,000"	4	4
mis	4	4
hasbrowns	4	4
kyrene	4	4
regimen	4	4
resteraunt	4	4
ralph	4	3
9:30pm	4	4
politically	4	4
proposal	4	3
ao	4	2
multi	4	4
ohw	4	2
oink	4	4
shrug	4	4
functional	4	4
blegh	4	3
preparations	4	4
skating	4	4
excruciatingly	4	4
46	4	4
43	4	4
4x	4	4
littered	4	4
4s	4	4
hitch	4	4
qwest	4	1
swearing	4	4
grief	4	4
aching	4	4
mon-fri	4	4
glances	4	4
shadows	4	4
non-fat	4	4
stacey	4	4
lifesaver	4	4
chewed	4	4
michelin	4	4
southeast	4	4
off-base	4	3
tyson	4	4
dylan	4	3
cheuvront	4	2
elk	4	3
whomever	4	4
frustrations	4	4
doorstep	4	4
permitted	4	4
weighing	4	4
jew	4	4
phosphate	4	4
candlelit	4	4
mimita	4	3
old-style	4	4
fondeaux	4	4
waterice	4	1
sours	4	3
camaraderie	4	3
tubes	4	3
'shrooms	4	2
unruly	4	4
muggy	4	3
2-week	4	3
clutch	4	4
picnics	4	4
populated	4	4
hiccups	4	4
bahamas	4	3
terrifying	4	4
hyang	4	2
remover	4	4
stormed	4	4
microphones	4	3
supercuts	4	2
poo	4	3
50+	4	4
champions	4	4
footprint	4	3
renters	4	4
'nuff	4	4
bracelet	4	2
robson	4	4
shortcoming	4	4
creepers	4	4
unisex	4	4
stickler	4	4
eyeliner	4	3
slushy	4	4
ali	4	3
wanton	4	3
unsatisfying	4	4
there..	4	4
sentimental	4	4
riazzi	4	3
doh	4	4
re-visit	4	4
swinging	4	4
outraged	4	4
bushes	4	4
blondie	4	4
stress-free	4	4
74	4	4
71	4	3
prestige	4	2
night-	4	4
bouillabaisse	4	4
scented	4	4
udupai	4	1
brokers	4	3
dollops	4	4
chicken-	4	3
table..	4	4
people-	4	4
cheek	4	4
chees	4	4
tablet	4	4
observant	4	3
framboise	4	4
jimmie	4	2
prettier	4	4
analyze	4	4
aoili	4	3
remix	4	4
upsold	4	4
cuppa	4	4
snails	4	4
armpit	4	4
strategically	4	4
siu	4	4
biryani	4	3
slamming	4	4
fianc??e	4	4
abuse	4	4
139	4	3
invitations	4	4
rockets	4	3
8+	4	4
tepid	4	4
86	4	4
beer/wine	4	4
food-wise	4	4
melded	4	4
amazingness	4	4
non-corporate	4	4
reggiano	4	3
chanced	4	4
auctions	4	2
walt	4	2
charts	4	4
rename	4	4
encouragement	4	4
sopa	4	4
antsy	4	4
treehouse	4	1
hollow	4	3
crispness	4	4
scares	4	4
14th	4	4
dangling	4	4
lizards	4	4
shimogamo	4	4
cocker	4	3
val	4	4
granny	4	4
pickings	4	4
toured	4	4
exclamation	4	4
margaret	4	4
validation	4	4
shaving	4	4
hormone	4	4
shop/bakery	4	4
occupying	4	4
dukes	4	4
91	4	4
non-spicy	4	3
debut	4	4
cathedral	4	3
ice-cold	4	4
wanna-be	4	4
atc	4	3
cushions	4	4
corny	4	4
signatures	4	4
buss	4	3
bush	4	4
cartwheels	4	4
cushion	4	4
tights	4	3
wikipedia	4	4
personalize	4	4
blending	4	4
diff	4	3
harmony	4	4
middle-aged	4	4
echoes	4	4
enters	4	4
parilla	4	4
summoned	4	4
manufacturing	4	4
forming	4	4
get-together	4	4
:0	4	4
ware	4	4
unaware	4	4
contemplate	4	4
24	4	4
nascar	4	4
appys	4	4
26	4	4
darkened	4	4
unsolicited	4	4
veins	4	4
bla	4	1
seventy	4	4
sneaky	4	4
routes	4	4
router	4	3
reopen	4	4
sophie	4	1
terroir	4	2
accented	4	4
foward	4	4
skyline	4	4
gangster	4	4
teacup	4	4
bureau	4	4
decks	4	3
thickly	4	4
reflective	4	4
spanking	4	4
thinkin	4	4
convient	4	4
21+	4	4
endive	4	4
10.5	4	4
gaggle	4	4
serranos	4	3
searing	4	4
wade	4	4
technologies	4	2
mopping	4	4
'fast	4	3
laminated	4	4
unfiltered	4	4
vic	4	4
sixpack	4	1
phillip	4	3
go-round	4	2
fruition	4	4
appealed	4	4
broadcasting	4	4
reassured	4	4
